ICP_Score,Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes,Power_Units
75,M TX SERVICES LLC,MIDLAND,TX,(432) 661-3828,MC1440515,3905452,,,,44
75,I AM SUCCESS LLC,HUMBLE,TX,(832) 309-0375,MC1473907,2948239,,,,1
75,MAGA TRANSPORTATION LLC,LAREDO,TX,(956) 401-4920,MC1461154,3937326,,,,6
75,MARSAN TRANSPORTATION LLC,BROWNSVILLE,TX,(956) 521-4804,MC1431709,3892798,,,,4
75,PERMIAN VAC SERVICES LLC,MONAHANS,TX,(432) 634-4184,MC1477565,3961542,,,,4
75,MDM TRANSPORTATION LLC,GRAND PRAIRIE,TX,(214) 558-5250,MC1418189,3872433,,,,5
75,BELEN XPRESS LLC,EL PASO,TX,(915) 800-6053,MC1469649,3949952,,,,1
75,BSA TRANSPORTATION LLC,SAN ANTONIO,TX,(210) 797-5029,MC1479330,3964205,,,,11
75,MAP IT LLC,FORT WORTH,TX,(817) 381-8210,MC1562261,4097336,,,,3
75,UNLIMITED DIESEL TRUCKS LLC,PLANO,TX,(469) 753-9383,MC1514459,4017548,,,,6
75,JRS EXPERIENCE LLC,ARLINGTON,TX,(817) 507-8550,MC1487577,2909965,,,,1
75,LTD CARRIERS LLC,WESLACO,TX,(956) 648-1103,MC1546126,4070169,,,,5
75,DCG CARRIERS LLC,LAREDO,TX,(956) 770-4777,MC1561732,4085587,,,,2
75,RG HUNTSMAN LLC,EDINBURG,TX,(512) 743-8690,MC1568932,4108797,,,,2
75,STRAIGHTLINE TRANSPORTERS LLC,HOUSTON,TX,(832) 495-3422,MC1524087,4032861,,,,1
75,MJM EXPRESS TRANSPORTION LLC,TOMBALL,TX,(346) 255-6685,MC1521994,4029554,,,,3
75,CATRA HOTSHOT LLC,CLEVELAND,TX,(832) 805-5514,MC1499906,3995139,,,,1
75,JBL CARRIERS LLC,WESLACO,TX,(956) 650-8542,MC1534667,4050400,,,,2
75,KOTA EX LLC,MANSFIELD,TX,(682) 582-3032,MC1486610,3975068,,,,1
75,MARDINI LLC,ALLEN,TX,(469) 270-3427,MC1670172,4291961,,,,2
75,PHIAZ LOGISTIC LLC,MIDLOTHIAN,TX,(858) 285-8615,MC1593467,4148468,,,,1
75,DRS TRANSPORTATION LLC,DALLAS,TX,(281) 201-0605,MC1631497,4220978,,,,3
75,DALLASCOWBOYS  FREIGHT LLC,BAIRD,TX,(214) 900-3412,MC1599131,4161309,,,,1
75,LONESTAR EXPRESS TEXAS LLC,ALLEN,TX,(619) 922-0384,MC1643830,4243785,,,,1
75,AWSS LLC,RICHMOND,TX,(281) 750-2332,MC1685466,4320211,,,,1
75,VM TRANSPORT SOLUTIONS LLC,BURLESON,TX,(737) 341-8903,MC1611005,4183324,,,,2
75,MM FAST TRANSPORTATION LLC,LAREDO,TX,(956) 898-4426,MC1681709,4313502,,,,1
75,SUPERIOR ROUTES LLC,HUMBLE,TX,(713) 935-5419,MC1682832,4315475,,,,1
75,SHEPS OTR LLC,LUBBOCK,TX,(806) 928-5867,MC1613389,4187790,,,,1
75,KAPA TRANSPORTATION LLC,CANUTILLO,TX,(915) 218-3817,MC1648580,3713526,,,,1
75,AMAS FREIGHT SERVICES LLC,ROUND ROCK,TX,(512) 945-0001,MC1608989,4179641,,,,1
75,QUALITY TRANS LLC,LAREDO,TX,(956) 645-2996,MC1612944,4186928,,,,23
75,UPGRADE FREIGHT CO LLC,NORTH RICHLAND HILLS,TX,(407) 334-5958,MC1686567,4321940,,,,1
75,BARTON R GAINES LLC,JOSHUA,TX,(682) 202-2133,MC1693228,4335423,,,,1
75,QUEST DRIVE LLC,DALLAS,TX,(945) 400-7582,MC1688454,4325966,,,,2
75,BEST BET ENTERPRISE LLC,AUSTIN,TX,(254) 931-7969,MC1698967,4346614,,,,1
75,RORU TRANSPORTATION LLC,KYLE,TX,(210) 574-1000,MC1699323,4347322,,,,4
75,EAZY TRANS LLC,VON ORMY,TX,(210) 560-7738,MC1643348,2825926,,,,14
75,KORRAL FUEL DISTRIBUITORS LLC,EAGLE PASS,TX,(210) 608-7058,MC1669868,3286181,,,,10
75,MACA TRANSPORTATION LLC,LAREDO,TX,(956) 712-2717,MC1693244,4335448,,,,2
75,MOQUI ENTERPRISE LLC,ROYSE CITY,TX,(325) 532-8064,MC1732169,4409767,,,,1
75,SAM MASTER LLC,FATE,TX,(737) 343-2287,MC1782575,4504768,,,,0
75,RA VAN SERVICES LLC,HOUSTON,TX,(346) 260-9060,MC1802988,4542729,,,,1
75,NORTHEWAY LLC,HOUSTON,TX,(218) 779-1060,MC1731300,4392977,,,,1
75,N & E TRUCKING LOGISTICS LLC,HOUSTON,TX,(832) 919-3487,MC1725293,4396475,,,,2
75,TRUWAY XPRESS LLC,ODESSA,TX,(214) 222-5566,MC1707876,4363436,,,,19
75,ORION SERVICES LLC,LYTLE,TX,(210) 602-1221,MC1793010,4524280,,,,1
75,AMIR BEST LINE LLC,EULESS,TX,(337) 435-4025,MC1789574,4517809,,,,1
75,APEX MILE CO LLC,CYPRESS,TX,(346) 640-7467,MC1801902,4540784,,,,0
75,SAFE HAVEN FREIGHT LLC,HOUSTON,TX,(281) 979-4676,MC1777505,4495127,,,,1
75,PROLOCKS LLC,HALTOM CITY,TX,(317) 499-8298,MC1802374,4541627,,,,1
75,LEMITAR FREIGHT LLC,ARLINGTON,TX,(575) 418-9284,MC1726802,4399500,,,,2
75,METAL TWISTED LLC,GRAND PRAIRIE,TX,(214) 470-3847,MC1727940,4401717,,,,1
75,MEVZU LLC,HOUSTON,TX,(346) 396-3846,MC1756303,4455420,,,,1
75,K LINES LLC,LAREDO,TX,(956) 999-6410,MC1704164,4356603,,,,6
75,FREIGHT DYNAMICS LLC,WEBSTER,TX,(713) 489-4447,MC1799381,4536125,,,,1
75,INKA MOVERS LLC,GRAPEVINE,TX,(469) 276-5476,MC1753208,4449544,,,,2
75,JK MATTU LLC,PRINCETON,TX,(469) 989-7598,MC1716966,4380314,,,,1
75,THE FOUR BROTHERS TRUCKING LLC,ELMENDORF,TX,(979) 248-5961,MC1801992,4305648,,,,1
75,GT TRANSPORTATION LLC,GALVESTON,TX,(951) 264-1084,MC1802005,4438382,,,,2
75,SANCHEZ IN TEXAS LLC,EAGLE PASS,TX,(830) 872-6246,MC1750630,4444605,,,,2
75,ACROSS STATES MOVING LLC,LITTLE ELM,TX,(469) 682-4168,MC1715342,4377254,,,,2
75,ITECH SOLUTIONS LLC,LAKE JACKSON,TX,(347) 908-1905,MC1774361,4489409,,,,1
75,BENJAMIN TRUCK SERVICES LLC,KERMIT,TX,(432) 208-2097,MC1734131,4413510,,,,2
75,MCTC TRANSPORTATION LLC,GRAND PRAIRIE,TX,(972) 917-8780,MC1795887,4529599,,,,1
75,GALMICHI TRANSPORTATION LLC,FORT WORTH,TX,(817) 938-1088,MC1802079,4541085,,,,1
75,ONYX ROSE MERCHANTS LLC,HORSESHOE BAY,TX,(830) 371-6903,MC1802222,4520846,,,,1
75,JVI LLC,SANTO,TX,(346) 297-4293,MC1735639,4060892,,,,1
75,NARANJO KINETICS LLC,SAN ANTONIO,TX,(210) 262-6623,MC1802858,4542529,,,,1
75,DAA EXPEDITED SERVICES LLC,LAREDO,TX,(956) 625-8018,MC1707053,4361960,,,,1
75,A ELIAS TRANSPORTATION LLC,LAREDO,TX,(956) 635-0024,MC1713956,4374616,,,,1
75,JM SPECIALIZED SERVICES LLC,HOUSTON,TX,(346) 705-4216,MC1796566,4530904,,,,1
75,DELKAGO LLC,PECOS,TX,(214) 809-8823,MC1741567,4427403,,,,1
75,NOACK LAND MANAGEMENT LLC,VOTAW,TX,(409) 550-8107,MC1756265,3962465,,,,1
75,BILAM VENTURES LLC,HOUSTON,TX,(718) 710-5871,MC1735525,4416138,,,,1
75,BROTHER MOLL LLC,KYLE,TX,(737) 378-5025,MC1724530,4385062,,,,1
75,CASTILLO TRANSPORTES LLC,TEMPLE,TX,(512) 502-4158,MC1766095,4473946,,,,1
75,LA BLANQUITA RANCH LLC,MISSION,TX,(956) 379-8663,MC1735285,4317243,,,,3
75,AK RAPID TRANSPORTATION LLC,NEDERLAND,TX,(337) 313-8586,MC1803301,4530787,,,,1
75,SPARTAN TRANSPORTATION LLC,WENTZVILLE,MO,(636) 445-7277,MC313430,778608,,,,27
75,QUANTUM SERVICES LLC,HAMPTON,GA,(678) 507-9774,MC655692,1710873,,,,1
75,BRI-SON TRUCKING LLC,ASHLAND,OH,(330) 201-2259,MC703131,1986646,,,,2
75,SHAC TRANS LLC,STERLING HEIGHTS,MI,(586) 489-9696,MC742548,2131935,,,,1
75,GCTRUCKINGSD LLC,LAKE ELSINORE,CA,(619) 859-9127,MC734352,2105525,,,,5
75,CYPRESS XPRESS LLC,WEBSTER,FL,(717) 487-0665,MC769840,2256087,,,,1
75,MONADA LLC,HATBORO,PA,(267) 205-1358,MC749585,2154643,,,,1
75,DELIVERIES DONE RIGHT LLC,AKRON,OH,(330) 564-7050,MC763459,2145170,,,,2
75,TERMINEL LLC,CALEXICO,CA,(442) 200-8334,MC782236,2290691,,,,25
75,INTERCITY TRUCKERS LLC,MARIETTA,GA,(770) 485-7173,MC786197,2302844,,,,3
75,URBAN FREIGHT SERVICES LLC,PASSAIC,NJ,(201) 446-1998,MC796329,1443057,,,,1
75,BODY WORKS TOWING LLC,MENOMINEE,MI,(906) 863-3673,MC801761,2188504,,,,1
75,MIRANDA XPRESS LLC,LITTLE FALLS,NJ,(973) 405-9681,MC824712,2398414,,,,2
75,PK TURBO LLC,MATTHEWS,NC,(877) 505-0091,MC842838,2455716,,,,9
75,FAIRLINE LLC,GAHANNA,OH,(612) 309-8401,MC857395,2478179,,,,1
75,FAST LANE CARRIERS LLC,LA VERGNE,TN,(855) 521-7907,MC869414,2507503,,,,78
75,IDEAL TRANSPORTATION LLC,MORRISVILLE,MO,(417) 298-4870,MC857725,2478913,,,,6
75,RILEY FARMS LLC,ARGENTA,IL,(217) 853-6921,MC856447,2475869,,,,1
75,HELPS LLC,CHARLOTTE,NC,(704) 517-3056,MC905479,2119013,,,,1
75,TRANSPORT SIX LLC,ST AUGUSTINE,FL,(904) 993-9930,MC913006,2608321,,,,1
75,WEST TN TRANSPORTATION LLC,MCKENZIE,TN,(731) 819-7077,MC908092,2589518,,,,30
75,COLT TRANS LLC,RIALTO,CA,(915) 422-8014,MC888644,2550510,,,,5
75,UNIVERSAL COAST TRANSPORTATION LLC,CORAL SPRINGS,FL,(954) 605-5827,MC877389,2526126,,,,1
75,CITY TOWING LLC,BARSTOW,CA,(760) 256-5007,MC917229,2634462,,,,3
75,FREIGHT ONE XPRESS LLC,STONE MOUNTAIN,GA,(404) 518-4041,MC936612,1436472,,,,2
75,CAPTAIN FREIGHT LLC,TIPP CITY,OH,(937) 814-9585,MC918699,2637458,,,,5
75,MUSGROVE TRUCK CENTER LLC,MILLWOOD,GA,(912) 467-1170,MC928164,2785331,,,,5
75,ZACK TRANSPORTATION LLC,COLUMBUS,OH,(614) 704-9484,MC948578,2835454,,,,25
75,JANOSZ TRANSPORTATION LLC,CRETE,IL,(630) 914-0009,MC994730,2941193,,,,1
75,ATLAS AMERICAN TRUCK LLC,ORLANDO,FL,(786) 660-2724,MC993827,2939451,,,,2
75,DAS XPRESS LLC,BAKERSFIELD,CA,(239) 234-9234,MC972652,2894786,,,,2
75,SANTANA TRANSFER LLC,PISCATAWAY,NJ,(646) 664-6128,MC970645,3927755,,,,1
75,OSG TOWING LLC,SAINT LOUIS,MO,(314) 941-3981,MC982690,2511422,,,,4
75,RIO TRANSPORTATION LLC,WILSON,NC,(252) 955-1984,MC017617,2988072,,,,1
75,CADWEYNE TRANSPORTATION LLC,HILLIARD,OH,(614) 705-8734,MC078774,3103382,,,,5
75,RJB LLC,WENTZVILLE,MO,(844) 894-4449,MC076496,3090320,,,,2
75,BORDEAUX CONTRACTING COMPANY LLC,ELIZABETHTOWN,NC,(910) 876-2548,MC064838,3068877,,,,1
75,HORIZON TRANSPORTING LLC,MARIANNA,FL,(386) 627-4365,MC115308,3167041,,,,4
75,WHITESTAR ENTERPRISE LLC,WOODLAND PARK,NJ,(201) 936-4768,MC077848,3101848,,,,1
75,CURRY LOGISTICS MANAGEMENT LLC,ST PETERSBURG,FL,(727) 256-5118,MC041312,3034636,,,,1
75,HOOSIER TRANS LLC,ODON,IN,(812) 798-3545,MC024075,3001001,,,,5
75,ON DUTY TRANSPORTATION LLC,FLEMING ISLAND,FL,(860) 794-5549,MC077162,3100427,,,,3
75,AK LOGISTICS TRANSPORTATION LLC,MELROSE PARK,IL,(773) 641-9119,MC044993,3040232,,,,9
75,INTELFREIGHT LLC,COLUMBUS,OH,(614) 570-0708,MC080870,3107408,,,,5
75,GRIZZLY TRANSPORTATION LLC,MEMPHIS,TN,(901) 401-5070,MC058605,3066896,,,,4
75,J RILEY XPRESS LLC,LAKE WALES,FL,(863) 969-8560,MC026554,2944895,,,,1
75,BALDWIN RECOVERY LLC,STOCKBRIDGE,MI,(727) 470-7500,MC090585,1723514,,,,3
75,DACO TRANSPORTATION LLC,NUTLEY,NJ,(551) 556-7047,MC114043,3165249,,,,1
75,SEMPER FI TRANSPORTS LLC,CHICAGO,IL,(224) 998-8271,MC071996,3091821,,,,1
75,GUNNYMERV TRANSPORTATION LLC,FURLONG,PA,(215) 667-7558,MC1000315,3206764,,,,21
75,VIANA TRANSPORT SERVICE LLC,APPLE VALLEY,CA,(323) 679-4423,MC1024319,3253314,,,,1
75,NEW MOVEMENT LLC,WEST HAZLETON,PA,(347) 447-8855,MC1026069,3256983,,,,1
75,KC DUMPSTER COMPANY LLC,LEES SUMMIT,MO,(816) 591-2135,MC169468,2954928,,,,18
75,USA EXPEDITE LLC,GRANT TOWNSHIP,MI,(810) 488-0322,MC1012070,3229152,,,,1
75,GOLDWAY TRANSPORTATION LLC,TAYLORSVILLE,NC,(828) 302-8067,MC1016945,3238933,,,,1
75,LAND XPRESS LLC,WALNUT PORT,PA,(610) 663-2570,MC1001088,3207945,,,,4
75,WOOD ENTERPRISE III LLC,CHICAGO,IL,(630) 601-9150,MC1027724,3260370,,,,12
75,PRUETT TRANSPORTATION LLC,FREEMAN,MO,(913) 742-9405,MC1021336,2314247,,,,2
75,GOLD LABEL CS LLC,MIAMI,FL,(786) 288-6145,MC1155680,3501199,,,,1
75,METOBOR INTL LLC,FAIRFIELD,OH,(513) 557-6529,MC1138034,3474166,,,,5
75,CDN HUNT TRANSPORTATION LLC,ELIZABETH,NJ,(908) 967-3174,MC1070884,3350086,,,,1
75,RAYAAN TRANSPORTATION LLC,DUBLIN,OH,(952) 820-5400,MC1072663,3353752,,,,6
75,HIGHWAY FREIGHT LLC,DEARBORN,MI,(313) 338-5289,MC1084099,3378787,,,,5
75,TEXO LOGISTIC LLC,KISSIMMEE,FL,(973) 930-7335,MC1122933,3450073,,,,1
75,HONORABLE TRANSPORTATION TOWING LLC,INDIANAPOLIS,IN,(317) 400-1375,MC1103591,3409979,,,,1
75,MOVING KINGDOM LLC,CONCORD,NC,(786) 788-9788,MC1126365,3455699,,,,2
75,BGDS LLC,CARMICHAEL,CA,(916) 482-4229,MC1044582,3296085,,,,24
75,FRANCO CONTRACTING LLC,MORRISTOWN,NJ,(973) 219-5443,MC1075831,3354947,,,,1
75,FANIKO TRANSPORTS LLC,STONE MOUNTAIN,GA,(770) 873-5070,MC1048745,3304812,,,,2
75,TIMBERHOUSE DELIVERY LLC,CONYERS,GA,(470) 295-1712,MC1044731,3296382,,,,28
75,ATTL TRANSPORTATION LLC,FOX LAKE,IL,(219) 999-0708,MC1112998,3433263,,,,5
75,IRONGATE TRANSPORTATION LLC,GREENSBORO,NC,(914) 486-2982,MC1098465,3408687,,,,1
75,BLOOMINGTON FREIGHT SERVICES LLC,RIVERSIDE,CA,(307) 226-5289,MC1099342,3410274,,,,1
75,R J XPRESS LLC,HESPERIA,CA,(442) 436-7542,MC1096525,3404623,,,,1
75,CEREAL KILLER LLC,SAN PEDRO,CA,(310) 704-4552,MC1097606,2890541,,,,1
75,STRONG DELIVERY LLC,FLORISSANT,MO,(314) 252-2005,MC1116934,3439919,,,,2
75,ELDER DELIVERS LLC,TEMECULA,CA,(973) 590-7480,MC1049839,3307075,,,,30
75,POWER PUSH WEIGHT LLC,MOUNT POCONO,PA,(570) 517-9567,MC1040282,3097177,,,,3
75,BULAK FREIGHT LLC,FONTANA,CA,(951) 415-2627,MC1152241,3496058,,,,5
75,SHAW APL SOCAL LLC,CHINO,CA,(503) 432-0916,MC1146750,3487618,,,,4
75,KINGDOM LOGISTIC SERVICES LLC,TAMPA,FL,(813) 647-7259,MC1200519,3411993,,,,1
75,BAELU LLC,COLUMBIA,MO,(573) 818-5233,MC1193293,3556984,,,,6
75,BIGGUY XPRESS LLC,DELANO,CA,(661) 446-8088,MC1195183,3559769,,,,1
75,ANBESSA FINANCE LLC,ATLANTA,GA,(770) 376-9826,MC1257423,3649567,,,,1
75,GEOTRANSPORTERS LLC,BROOKLYN,NY,(347) 636-4845,MC1263606,3658117,,,,10
75,PRECISION FREIGHT LLC,ORLANDO,FL,(321) 276-8137,MC1247641,3636103,,,,1
75,GARCIA & SON LOGISTICS LLC,KANNAPOLIS,NC,(718) 838-4010,MC1187558,3548557,,,,3
75,CAZH LLC,CHARLOTTE,NC,(352) 616-9838,MC1188698,3550175,,,,1
75,RIVAS XPRESS LLC,GLENDALE,AZ,(602) 721-0191,MC1171573,3525228,,,,1
75,AUM LOGISTIKS LLC,AURORA,IL,(630) 251-8799,MC1242712,3629231,,,,0
75,JKA ENTERPRISE LLC,SAN BERNARDINO,CA,(909) 997-7648,MC1215891,3590365,,,,1
75,MQL TRANSPORTATION LLC,ALBANY,GA,(229) 234-8411,MC1199743,3566368,,,,1
75,MMS EXPRESS LINE LLC,MORROW,OH,(347) 237-0071,MC1247565,3635981,,,,18
75,CBA MOVING LLC,UNION,NJ,(718) 685-8995,MC1217559,3592831,,,,1
75,JIDO FREIGHT LLC,EUCLID,OH,(770) 727-0111,MC1174807,3529949,,,,10
75,KTF XPRESS LLC,GASTONIA,NC,(704) 901-6388,MC1171525,3525160,,,,1
75,HOTSHOT DIRECT LLC,CORDOVA,TN,(901) 310-8079,MC1217981,3593443,,,,1
75,BARGAINING PARADISES LLC,JACKSONVILLE,FL,(904) 544-8932,MC1220987,3597853,,,,1
75,MYSIA COMMERCE LLC,LA VERNE,CA,(626) 620-0302,MC1213014,3586098,,,,1
75,BRYON DOVE LLC,LINCOLNTON,NC,(980) 286-6346,MC1251944,3642062,,,,3
75,SALINAS TRANSPORT SOLUTIONS LLC,CLARKSVILLE,TN,(931) 998-0139,MC1189938,4324322,,,,1
75,DIESEL STORM TRANSPORTATION LLC,LAWNDALE,CA,(323) 616-3619,MC1332343,3690310,,,,1
75,CHORES LLC,NASHVILLE,TN,(901) 270-0350,MC1340319,3762863,,,,2
75,ORTIZ TRANSPORTATION LLC,PORT WENTWORTH,GA,(912) 695-2478,MC1357394,2067933,,,,1
75,PERFECT TIME TRANSPORTATION LLC,WHITING,IN,(312) 599-3688,MC1377547,3814032,,,,1
75,SMITH TRANSPORTATION SERVICES LLC,GARFIELD HEIGHTS,OH,(330) 888-3747,MC1284764,3687033,,,,0
75,SHOWTIME XPRESS LLC,MUSELLA,GA,(678) 808-9724,MC1282514,3683944,,,,3
75,BABA TRANSPORTATION LLC,ISELIN,NJ,(917) 213-9530,MC1334452,3754947,,,,1
75,ALQAISI TRANSPORTATION LLC,EL CAJON,CA,(619) 389-9265,MC1320481,3735729,,,,4
75,BCD CROSSROADS LLC,ACWORTH,GA,(470) 812-9879,MC1302802,3711553,,,,1
75,THREE THREE THREE LLC,MELROSE PARK,IL,(202) 350-1187,MC1272094,3669827,,,,1
75,DEVIL DAWG DISPATCH LLC,LITCHFIELD PARK,AZ,(678) 283-3051,MC1335021,3755713,,,,1
75,MOLEX TRANSPORTATION LLC,ATLANTA,GA,(762) 248-2087,MC1327606,3745618,,,,2
75,TEAM DRENCH LLC,MIDDLETOWN,PA,(223) 797-5309,MC1334583,3755122,,,,2
75,TMKZ FREIGHT SERVICES LLC,LAKELAND,FL,(561) 370-8774,MC1363631,3794884,,,,1
75,SANTANA SERVICES LLC,DUNNELLON,FL,(786) 357-7126,MC1279445,3679909,,,,2
75,GNZ TRANSPORTS LLC,BELLFLOWER,CA,(562) 652-4911,MC1333174,3753198,,,,1
75,SPEED SHUTTLE LLC,QUAIL VALLEY,CA,(951) 722-2278,MC1377371,3813767,,,,1
75,PHOENIX EXPEDITE COMPANY LLC,TIFFIN,OH,(234) 706-0775,MC1319220,3734016,,,,1
75,BJB TRANSPORTATION LLC,KANSAS CITY,MO,(816) 920-1102,MC1397318,3841726,,,,1
75,ETF FREIGHT LLC,GAHANNA,OH,(718) 825-6053,MC1392149,3834426,,,,9
75,NBA LOGISTICS COMPANY LLC,CHULA VISTA,CA,(619) 972-0457,MC1375323,3810921,,,,2
75,MILLION WAYS LLC,REX,GA,(404) 263-1193,MC1436860,3900612,,,,1
75,RIGHT ON TIME LLC,CINCINNATI,OH,(513) 442-4953,MC1418627,3857125,,,,1
75,HDLP TRANSPORT  LLC,VICTORVILLE,CA,(760) 559-0705,MC1389170,3830243,,,,1
75,GLORIM LLC,YORKVILLE,IL,(773) 633-8773,MC1401398,3847636,,,,14
75,DH LOGISTIC LLC,JACKSONVILLE,FL,(786) 282-9044,MC1382302,3820473,,,,1
75,CTI TRANS LLC,PARK RIDGE,IL,(773) 822-5227,MC1441279,3907311,,,,1
75,NY CARRIERS LLC,VINELAND,NJ,(718) 893-3060,MC1373626,3787239,,,,2
75,SPECTRUM MOVERS LLC,SAN BRUNO,CA,(772) 494-1994,MC1383448,3822151,,,,1
75,JNE TRANSPORTATION LLC,ELIZABETH,NJ,(908) 384-2908,MC1405478,3853666,,,,2
75,UNITED FREIGHT LLC,PHOENIX,AZ,(602) 500-3537,MC1386001,3825773,,,,1
75,PRO MOVING SERVICES LLC,FAYETTEVILLE,NC,(984) 363-5703,MC1393888,3836891,,,,1
75,SANTANA TRANSFER LLC,PISCATAWAY,NJ,(646) 664-6128,MC1454786,3927755,,,,1
75,GREAT GUARDIAN TRUCKING AND LOGISTICS LLC,KALAMAZOO,MI,(269) 399-5370,MC1454796,3925633,,,,2
75,FILIPORTS TRANSPORTATION LLC,HINESVILLE,GA,(731) 201-1111,MC1398434,3843365,,,,2
75,JPACHE LOGISTIC LLC,OCALA,FL,(407) 663-1227,MC1413409,3865347,,,,3
75,JC MOBLEY TRANSPORTATION LLC,E SAINT LOUIS,IL,(618) 772-2725,MC1408683,3858366,,,,1
75,JCF TRANSPORTATION LLC,YUMA,AZ,(602) 345-0488,MC1436204,3899607,,,,2
75,PSP TRANS LLC,AURORA,OH,(330) 962-0566,MC1387013,3827184,,,,5
75,JMARINEZ TRANSPORTATION LLC,HAZLETON,PA,(570) 436-1489,MC1436629,3900247,,,,1
75,MALU TRANSPORTATION LLC,HALEDON,NJ,(862) 310-5897,MC1475102,3957857,,,,2
75,NORTHERN LINEAR LLC,GASTONIA,NC,(704) 657-4227,MC1482444,3968814,,,,1
75,N LEIBA TRANSPORTATION LLC,MELBOURNE,FL,(321) 960-2361,MC1457259,3931455,,,,1
75,VEXION LLC,LOS ANGELES,CA,(323) 440-6668,MC1436114,3899491,,,,1
75,PATTERSON CARRIERS LLC,SPINDALE,NC,(828) 223-6474,MC1466782,3945714,,,,2
75,BRUNO TOWING LLC,LONG BRANCH,NJ,(732) 829-8563,MC1457692,3932118,,,,1
75,ANAS ENTERPRISE LLC,SAN JOSE,CA,(408) 786-6322,MC1483093,3969811,,,,1
75,SUNNYWAY TRANS LLC,YUBA CITY,CA,(530) 682-0781,MC1433182,3895042,,,,1
75,PERFECT TIMING LLC,STREAMWOOD,IL,(630) 390-6564,MC1420584,3876095,,,,31
75,TEAM HYENA LLC,HAMMOND,IN,(219) 516-9583,MC1520813,4027643,,,,2
75,OMEGA CARGO LLC,DAYTON,OH,(732) 484-4343,MC1527512,4038348,,,,11
75,LSD XPRESS LLC,LINDEN,NJ,(908) 708-5709,MC1550160,4077055,,,,2
75,INNOCENT FREIGHT SOLUTIONS LLC,RUSKIN,FL,(813) 336-1790,MC1484116,3971417,,,,1
75,NOSO CONSTRUCTION LLC,DAYTON,OH,(937) 469-1215,MC1549043,4075104,,,,1
75,CSB TRANSPORTATION LLC,INDIANAPOLIS,IN,(732) 781-5847,MC1531288,4044613,,,,2
75,TORRES XPRESS LLC,OAK HILLS,CA,(951) 233-6669,MC1531878,4045593,,,,1
75,ANGELJR LLC,STOCKTON,CA,(510) 776-4309,MC1521615,4028942,,,,1
75,ACE FREIGHT HAULING LOGISTICS LLC,TAMPA,FL,(954) 955-0622,MC1517215,4021908,,,,1
75,DPAT TRANSPORTS LLC,SUN CITY,AZ,(602) 785-8069,MC1559504,4092722,,,,1
75,MM BARAK TRANSPORTATION LLC,SAN DIEGO,CA,(619) 856-6127,MC1564012,4100368,,,,2
75,UNLIMITED XPRESS LLC,GLENDALE,AZ,(480) 645-4993,MC1580331,4128339,,,,1
75,WESTERN GROUNDS LLC,COMPTON,CA,(424) 376-1009,MC1520282,3948312,,,,1
75,BLUE LOADING LLC,HOLLAND,MI,(616) 312-4707,MC1537775,4055577,,,,3
75,LEONE TRANSPORTATION LLC,SACRAMENTO,CA,(916) 821-0715,MC1504795,4002633,,,,1
75,FORMIKA LLC,SPRINGDALE,OH,(305) 319-0680,MC1510932,4012100,,,,1
75,HARRY CARGO LLC,WEST CHESTER,OH,(513) 658-4604,MC1500453,3995977,,,,10
75,FLY BOX FLY LLC,SOMERSET,NJ,(908) 219-7747,MC1531216,4044502,,,,1
75,OTD FREIGHT LLC,KANKAKEE ILLINOIS,IL,(773) 606-2006,MC1569964,4110590,,,,1
75,A&S FAMILY CARRIER LLC,MADISON,GA,(404) 990-2112,MC1504076,4001558,,,,1
75,A SELECT LLC,SURPRISE,AZ,(480) 469-7284,MC1504100,4001595,,,,2
75,DRIVEN AND MOTIVATED LLC,SAINT LOUIS,MO,(314) 798-2470,MC1565027,4102205,,,,1
75,KORIMA PACK LLC,WEST COVINA,CA,(213) 210-7335,MC1580516,4128656,,,,2
75,AMERICAN EAGLE RELOCATION LLC,VAN NUYS,CA,(800) 507-1590,MC1587479,3700234,,,,3
75,DR LAWNCARE LLC,ASHLAND,OH,(419) 632-4294,MC1509402,4009755,,,,6
75,PRO PALLET LLC,GARY,IN,(219) 806-5440,MC1545709,2840029,,,,7
75,BY LOGISTIC LLC,HOLLYWOOD,FL,(305) 998-8505,MC1533301,4036593,,,,4
75,SPEEDY COUCH LLC,WILMINGTON,NC,(650) 499-7325,MC1596132,4155657,,,,2
75,ALL STATE MOVERS LLC,RALEIGH,NC,(908) 202-5220,MC1589624,4144298,,,,1
75,SIRIUS LOGISTICS SERVICES LLC,SAN DIEGO,CA,(442) 250-2393,MC1523391,4031707,,,,1
75,CVH FREIGHT LLC,SPARTA,MI,(616) 430-0210,MC1519395,4025410,,,,1
75,PEACH CONNECT LLC,NORCROSS,GA,(404) 518-8182,MC1559283,4092338,,,,3
75,CARGORUSH LLC,MIAMI,FL,(786) 741-2826,MC1525571,4035178,,,,2
75,CAPITAL AUTO LLC,NORRIDGE,IL,(630) 222-7889,MC1572299,4114515,,,,2
75,RO RO TRANSPORTATION LLC,PLAINFIELD,NJ,(973) 344-4074,MC1510448,4011375,,,,10
75,DYNAMIC SHIPPING SOLUTIONS LLC,MOORESTOWN,NJ,(856) 905-5248,MC1545293,3383755,,,,1
75,SMJ FREIGHT LLC,DOWNERS GROVE,IL,(217) 481-8818,MC1484918,3972563,,,,1
