ICP_Score,Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes,Power_Units,Email
85,STAR TRANSPORT EXPRESS LLC,FORT LAUDERDALE,FL,(954) 529-4241,MC116911,3169203,,,,1,STARTRANSPORTEXPRESSINC@GMAIL.COM
85,YANTO EXPRESS LLC,RIDGEFIELD PARK,NJ,(551) 900-2202,MC042345,2206937,,,,1,yantoexpressllc@gmail.com
85,ALPHA VEHICLE LOGISTICS LLC,PORT ST LUCIE,FL,(561) 674-4124,MC138402,3193510,,,,1,ALPHA.LOGISTICS@YAHOO.COM
85,XPRESS LANE LOGISTICS LLC,HIALEAH GARDENS,FL,(954) 319-0378,MC069557,3086537,,,,1,XPRESSLANEDISPATCH@GMAIL.COM
85,YANAL TRANSPORT LLC,HAMPTON,NJ,(908) 838-1360,MC105747,3152509,,,,1,yanallantigua21@gmail.com
85,CERTIFIED TRUCKING LLC,DAYTON,OH,(937) 705-9579,MC110239,3160058,,,,1,TRUCKINGCERTIFIED@GMAIL.COM
85,OTW LOGISTICS LLC,MARSHVILLE,NC,(980) 858-5720,MC114454,3165849,,,,1,18ONTHEWAY@GMAIL.COM
85,DJIBSTAR CARRIER LLC,MECHANICSBURG,PA,(443) 967-4236,MC1023416,3251589,,,,2,DJIBSTARCARRIER@GMAIL.COM
85,RGID TRANSPORT LLC,PHOENIX,AZ,(623) 225-0253,MC176768,3201554,,,,2,RGIDTRANSPORTLLC@YAHOO.COM
85,GTR TRUCKING LLC,TRESCOW,PA,(908) 943-2582,MC1020752,3246381,,,,18,dispatch@gtrtrucking.com
85,WAGADOU TRANSPORT LLC,KINGS MOUNTAIN,NC,(704) 689-1292,MC132868,3188428,,,,1,TOUNKARA.CHEICKNA71@GMAIL.COM
85,FOSTER K LOGISTICS LLC,NASHVILLE,TN,(615) 622-5635,MC1036938,3280125,,,,6,FOSTERKLLC@GMAIL.COM
85,TAQWA TRUCKING LLC,INGLEWOOD,CA,(323) 283-6908,MC1026974,3256026,,,,1,SUNDAY.CRAIG@YAHOO.COM
85,HAWK EXPRESS LLC,KNOX,PA,(814) 797-4068,MC1017980,3018006,,,,6,KHAWK2361@GMAIL.COM
85,PRIORITY TRANSPORT LLC,HILLIARD,OH,(614) 325-6913,MC1033738,3273322,,,,5,PRIORITYTRANSPORTSERVICES@GMAIL.COM
85,JAMBO LOGISTICS LLC,RALEIGH,NC,(401) 442-3452,MC1117277,3440522,,,,1,KARERASON@YAHOO.COM
85,FJ EXPRESS LLC,MEMPHIS,TN,(901) 857-5424,MC1095402,3402417,,,,1,FJEXPRESS2020@GMAIL.COM
85,BMX LOGISTICS LLC,POWDER SPGS,GA,(678) 223-3903,MC1149388,3491659,,,,1,Bmxlogisticsllc@gmail.com
85,NDS LOGISTICS LLC,DARBY,PA,(267) 904-9526,MC1049927,3307239,,,,2,NYHIEM1@GMAIL.COM
85,SAI TRANSPORT LLC,STERLING HEIGHTS,MI,(586) 864-4032,MC1073378,3354256,,,,3,SAITRANSPORTal@GMAIL.COM
85,MBM TRUCKING LLC,BAYONNE,NJ,(201) 725-1107,MC1061929,3331899,,,,1,MBMTRUCKING1@GMAIL.COM
85,KAFE EXPRESS LLC,COLUMBUS,OH,(614) 508-3338,MC1157389,3503736,,,,4,MHKAFEYE40@GMAIL.COM
85,CRUZ TRANSPORT LLC,EDISON,NJ,(908) 635-1904,MC1091906,3395240,,,,6,JWAP1904@GMAIL.COM
85,TOOLE LOGISTICS LLC,DURHAM,NC,(919) 519-0018,MC1147862,3489346,,,,2,TOOLELOGISTICS@GMAIL.COM
85,VELASQUEZ TRUCKING LLC,EXETER,CA,(805) 651-0129,MC1071210,3350728,,,,1,SNIPTRUCK@GMAIL.COM
85,NORTHEAST LOGISTICS LLC,RALEIGH,NC,(919) 897-0021,MC1095472,3402563,,,,1,WFERZGWWW@GMAIL.COM
85,HUSH LOGISTICS LLC,NORWOOD,NJ,(646) 421-7778,MC1058835,3325387,,,,2,HUSHLOGISTICSLLC@GMAIL.COM
85,GABRIEL TRUCKING LLC,WEST ORANGE,NJ,(973) 288-3476,MC1160309,3508159,,,,17,KMGTRANSPORT23@GMAIL.COM
85,MARSHALL LOGISTICS LLC,CHARLOTTE,NC,(704) 559-9118,MC1043783,3294457,,,,20,DLMARSHALL06@GMAIL.COM
85,FJA LOGISTICS LLC,PATERSON,NJ,(862) 763-0040,MC1092052,3395565,,,,1,FJALLC2020@GMAIL.COM
85,SNM TRANSPORT LLC,GARDENA,CA,(310) 678-9523,MC1114270,3435483,,,,1,SNMTRANSLLC@GMAIL.COM
85,DMM TRUCKING LLC,DETROIT,MI,(313) 414-7353,MC1062439,3332957,,,,2,reag19982@gmail.com
85,AUTUMN ROSE TRUCKING LLC,FAYETTEVILLE,GA,(404) 518-7028,MC1114394,3435703,,,,2,ART@AUTUMNROSETRUCKING.ORG
85,FUELMASTER TRANSPORT LLC,INDIANAPOLIS,IN,(317) 399-9900,MC1076356,2561307,,,,11,DISPATCH@FUELMASTERTRANSPORT.COM
85,NINOSHKA TRANSPORT LLC,ROBBINSVILLE,NJ,(856) 776-9746,MC1068624,3345223,,,,3,baeztransportllc@gmail.com
85,REM EXPRESS LLC,LEVITTOWN,PA,(680) 800-0808,MC1054820,3317202,,,,5,REMEXPRESSLLCC@GMAIL.COM
85,ELITE HAULING LLC,FANNETTSBURG,PA,(717) 414-2248,MC1096607,3404821,,,,3,elitehauling2@gmail.com
85,AM EXPRESS LLC,COLUMBUS,OH,(614) 795-5020,MC1089382,3390076,,,,4,AMEXPRESS114@GMAIL.COM
85,TRIDENT LOGISTICS LLC,WASHINGTON,PA,(412) 420-6835,MC1094221,3399971,,,,3,TRIDENTLOGISTICS20@GMAIL.COM
85,RED STAR TRUCKING LLC,ASHEBORO,NC,(336) 267-6251,MC1099386,3410362,,,,1,REDSTARLLC2020@GMAIL.COM
85,NCJJ TRANSPORT LLC,SAN BERNARDINO,CA,(909) 317-7199,MC1102845,3416016,,,,1,NCJJTRANSPORTLLC@YAHOO.COM
85,TNV TRUCKING LLC,HAVELOCK,NC,(252) 665-2372,MC1048076,3303436,,,,1,BROWNJEWETT@YAHOO.COM
85,DRT TRUCKING LLC,NEWARK,NJ,(973) 771-8620,MC1066935,3342116,,,,1,ADMiN@DRT-TRUCKING.COM
85,AME TRUCKING LLC,ATLANTA,GA,(404) 991-8778,MC1088523,3388193,,,,10,AMETRUCKINGLLC@GMAIL.COM
85,BIBI CARRIER LLC,FAIRFIELD,OH,(201) 899-0786,MC1116277,3438799,,,,6,GIORGIBIBILURI1@GMAIL.COM
85,LAND CRUISER TRUCKING LLC,UNION CITY,GA,(678) 682-4443,MC1136475,3471632,,,,2,landcruisertrucking1@gmail.com
85,AAR EXPRESS LLC,CINCINNATI,OH,(513) 259-9195,MC1127060,3451713,,,,2,AARXPRESSLLC@GMAIL.COM
85,ROGUE TRUCKING LLC,MIAMI,FL,(305) 607-6834,MC1118928,3443349,,,,1,ROGUETRUCKINGFL@GMAIL.COM
85,GURM EXPRESS LLC,MERCED,CA,(516) 605-7729,MC1160711,3508788,,,,1,MANINDERGURM2213@GMAIL.COM
85,SEMBHI TRUCKING LLC,INDIANAPLOIS,IN,(206) 612-9472,MC1154816,3499890,,,,2,SEMBHITRUCKING@GMAIL.COM
85,MAGENTA LOGISTICS LLC,TUCSON,AZ,(619) 415-9610,MC1193101,3556718,,,,1,MAGENTALOGISTICSLLC1@GMAIL.COM
85,J TORRES LOGISTICS LLC,POMONA,NY,(845) 521-5016,MC1176806,3532927,,,,1,EL.LISTO@YAHOO.COM
85,BRISENO TRANSPORT LLC,BAKERSFIELD,CA,(661) 778-8361,MC1220134,3584776,,,,4,briseno.transport87@gmail.com
85,BALLISTIC LOGISTICS LLC,WOLCOTTVILLE,IN,(260) 348-6003,MC1217408,3592598,,,,12,BRANDONHEAL@BALLISTICLOGISTICS.COM
85,AGE TRANSPORT LLC,ALLENTOWN,PA,(484) 966-8730,MC1256308,3647994,,,,1,agetransport215@gmail.com
85,EMMANUEL KING EXPRESS LLC,NAPLES,FL,(239) 645-5901,MC1218377,3594003,,,,1,emkingexpressllc@gmail.com
85,NETSERD TRUCKING LLC,MARIETTA,GA,(770) 900-2396,MC1260637,3575629,,,,2,NETSERDTRUCKING@GMAIL.COM
85,NZ TRUCKING LLC,FEASTERVILLE TREVOSE,PA,(646) 726-5562,MC1231398,3613112,,,,7,NZTRUCKINGCO@GMAIL.COM
85,XCUSE ME TRUCKING LLC,AHOSKIE,NC,(252) 287-0338,MC1161907,3510651,,,,2,DDW2796@GMAIL.COM
85,EPIX TRUCKING LLC,COVINGTON,GA,(701) 729-4890,MC1215130,3589259,,,,2,kemarallen15@yahoo.com
85,PBR TRUCKING LLC,NEW MILFORD,PA,(570) 906-1598,MC1224801,3576352,,,,2,PREMIUMBLUEROCK@YAHOO.COM
85,FARAS EXPRESS LLC,SAN DIEGO,CA,(619) 808-8000,MC1182374,3541129,,,,2,FARASEXPRESSLLC@GMAIL.COM
85,RTC TRUCKING LLC,WEBBERVILLE,MI,(517) 420-0414,MC1242549,3092745,,,,1,CHAFFEER@RTCTRUCKINGLLC.COM
85,WALKER LOGISTICS LLC,RIVERVIEW,FL,(813) 562-3780,MC1181394,3539700,,,,1,walkerlogisticsrvfl@gmail.com
85,SOSA TRUCKING LLC,BRISTOL,PA,(202) 425-0481,MC1201041,3565071,,,,1,SANDRA.R2929@GMAIL.COM
85,BRADDAL TRANSPORT LLC,MAPLEWOOD,NJ,(908) 494-6081,MC1228709,3609124,,,,1,FRANTZ0817@GMAIL.COM
85,SIMA CARRIER SERVICES LLC,SUISUN CITY,CA,(510) 680-6205,MC1204528,3573514,,,,1,SIMACARRIERSERVICES@GMAIL.COM
85,CC MARKLAND TRUCKING LLC,MONROE,NC,(704) 534-0368,MC1218801,3594627,,,,1,RICKYMARKLAND@AOL.COM
85,LAQ TRUCKING LLC,GOODYEAR,AZ,(623) 692-7604,MC1228847,3609329,,,,1,CORZARIO66@GMAIL.COM
85,EL SHADDAI TRUCKING LLC,WASHINGTON,IN,(561) 401-5249,MC1191689,3554665,,,,1,AUGUSTE675@GMAIL.COM
85,JONOMA LOGISTICS LLC,SAN PEDRO,CA,(818) 579-5243,MC1168089,3520067,,,,1,JM567847@GMAIL.COM
85,LOWER MOUNTAIN TRUCKING LLC,CANTON,PA,(570) 660-5970,MC1210835,3582867,,,,3,DANFRANKENBERGER@GMAIL.COM
85,R MITCHELL TRUCKING LLC,PERRY,GA,(478) 777-1137,MC1232776,3615141,,,,1,MITCHELLRARDRICKA33@YAHOO.COM
85,AY EXPRESS LLC,DAYTON,OH,(804) 550-6208,MC1190097,3552249,,,,2,AYEXPRESSLLC14@GMAIL.COM
85,UNITY EXPRESS LLC,WILLINGBORO,NJ,(267) 897-1875,MC1184614,3544370,,,,1,EDWARDSKEMAR53@GMAIL.COM
85,JEREMIAH TRUCKING LLC,VICTORVILLE,CA,(909) 996-7705,MC1258939,3651682,,,,1,jeremiahtrucking777@GMAIL.COM
85,WHITESTAR TRUCKING LLC,CINCINNATI,OH,(513) 288-1828,MC1264074,3658770,,,,20,WAARIYE@HOTMAIL.COM
85,YOYDENIS TRUCKING LLC,PHOENIX,AZ,(813) 770-1746,MC1203923,3572562,,,,1,YOYDENISGONZALEZ1990@GMAIL.COM
85,STATEWAY TRUCKING LLC,BUFFALO GROVE,IL,(224) 526-0076,MC1194221,3558361,,,,1,STATEWAYTRUCK@GMAIL.COM
85,ARROWS TRANSPORT LLC,FISHERS,IN,(317) 540-1484,MC1234302,3617294,,,,5,ARROWSTRANSIN@gmail.com
85,JDRT LOGISTICS LLC,BALDWIN PARK,CA,(626) 364-9012,MC1216601,3591389,,,,1,RBP8931@OUTLOOK.COM
85,BGI LOGISTICS LLC,NORCROSS,GA,(678) 591-0344,MC1312590,3724902,,,,8,zhaoren@bgilogisticsusa.com
85,BRUNSON TRANSPORT LLC,HERTFORD,NC,(252) 435-8787,MC1295426,3701622,,,,1,ISAIAHBRUNSON93@GMAIL.COM
85,STILL ROLLING TRANSPORT LLC,APOPKA,FL,(413) 949-2691,MC1364812,3796541,,,,2,STILLROLLINGTRANSPORT@GMAIL.COM
85,CRIBBS TRUCKING LLC,NORTH ROYALTON,OH,(614) 302-0779,MC1330459,3749477,,,,1,CRIBBSTRUCKINGLLC@GMAIL.COM
85,STUMP TRUCKING LLC,HAMILTON,GA,(706) 587-2328,MC1277042,3423511,,,,1,STUMPTRUCKING31811@GMAIL.COM
85,SOLO TRUCKING LLC,INDIANAPOLIS,IN,(317) 701-7679,MC1371903,3806297,,,,2,DAVID@SOLOTRUCKIN.COM
85,WEATHER WRATH HAULING LLC,SHELL KNOB,MO,(573) 612-4141,MC1290860,3695419,,,,1,weatherwrathhaulingllc@gmail.com
85,RENAS EXPRESS LLC,TOMS RIVER,NJ,(718) 916-3546,MC1291997,3696913,,,,1,RENALDASA@YAHOO.COM
85,EHC LOGISTICS LLC,BOLINGBROOK,IL,(312) 785-8031,MC1266588,3662209,,,,5,EMILE@EHCLOGISTICS.COM
85,RAINMAN TRUCKING LLC,FORT VALLEY,GA,(478) 244-2233,MC1325144,3701537,,,,1,RAINMANTRUCKINGLLC@GMAIL.COM
85,EUDY EXPRESS LLC,PORT ST LUCIE,FL,(631) 800-6191,MC1322355,3738369,,,,1,EUDYEXPRESS@GMAIL.COM
85,MY GIRLS HAULING LLC,FORKED RIVER,NJ,(732) 551-0092,MC1335423,3756246,,,,2,MYGIRLSHAULING2@GMAIL.COM
85,KRS TRUCKING LLC,LANCASTER,PA,(717) 606-7321,MC1271376,3668839,,,,1,krsmucker83@yahoo.com
85,SHALABI TRANSPORT LLC,LAKEWOOD,OH,(216) 553-8681,MC1373952,3809140,,,,3,MOE.SHALABI@YAHOO.COM
85,MCA EXPRESS LLC,DEARBORN,MI,(313) 900-5134,MC1299799,3707460,,,,1,admin@MCAEXPRESSGROUP.COM
85,HAMDAN EXPRESS LLC,DEARBORN,MI,(313) 289-1262,MC1323303,3739662,,,,15,1323303HEXP@GMAIL.COM
85,BLKK LOGISTICS LLC,SAINT LOUIS,MO,(703) 496-0152,MC1328404,3746713,,,,1,ANDRERWILLIAMS67@GMAIL.COM
85,ESMART TRANSPORT LLC,ELOY,AZ,(909) 486-9935,MC1324791,3741724,,,,1,ESTEBANCORTES883@GMAIL.COM
85,NILE TRUCKING LLC,ROBBINSVILLE,NJ,(646) 706-5398,MC1301647,3709956,,,,1,niletruking1@gmail.com
85,LYMANS EXPRESS TRUCKING LLC,BELLWOOD,IL,(773) 418-0905,MC1375714,3811463,,,,1,LYMANWILLIAM@ATT.NET
85,CANDYLANE LOGISTICS LLC,JONESBORO,GA,(470) 624-5470,MC1336866,3758252,,,,2,CANDYLANELOGISTICS@YAHOO.COM
85,JAYM LOGISTICS LLC,NEWARK,NJ,(201) 972-0560,MC1307336,3717738,,,,2,JAYMLOGISTICS1@GMAIL.COM
85,AP SERVICE LOGISTICS LLC,HOMESTEAD,FL,(786) 532-3582,MC1269468,3666187,,,,6,APLOGISTICS95@GMAIL.COM
85,GILLANI TRUCKING LLC,BETHLEHEM,PA,(347) 691-6720,MC1365909,3798017,,,,1,SALEEMGILLANI95@YAHOO.COM
85,TOUCHDOWN LOGISTICS LLC,NEW CUMBERLND,PA,(717) 315-1497,MC1377148,3813455,,,,1,TOUCHDOWNCLEANING1@GMAIL.COM
85,DREW MILLER TRUCKING LLC,LIBERTY,IL,(217) 617-3810,MC1363609,3794853,,,,2,MILLER.DREW323@GMAIL.COM
85,CROSS COUNTRY LOGISTICS LLC,MEMPHIS,TN,(901) 283-6588,MC1417776,3871856,,,,3,CROSSCOUNTRYLOGISTICS22@GMAIL.COM
85,OLAAN TRUCKING LLC,NORTH MIAMI,FL,(773) 587-5505,MC1355818,3784012,,,,1,olaantrucking@gmail.com
85,MOONLITE EXPRESS LLC,SADDLE BROOK,NJ,(201) 218-4057,MC1369524,3802981,,,,2,MOONLITEEXPRESS@HOTMAIL.COM
85,CANAS LOGISTICS LLC,APOPKA,FL,(321) 895-8049,MC1477551,3961525,,,,5,CANASLOGISTICSLLC@GMAIL.COM
85,STATELINE LOGISTICS LLC,SAN FRANCISCO,CA,(513) 766-9731,MC1388011,3828630,,,,1,NICK@STATELINECARGO.COM
85,BIG BEECH TRUCKING LLC,NASHVILLE,TN,(615) 715-2002,MC1431553,3892567,,,,1,MONTEZ.DESHAWN1@YAHOO.COM
85,HAGEMANN TRUCKING LLC,ELDORADO SPRINGS,MO,(417) 876-7861,MC1438494,3625530,,,,5,LCHAGEMANNTRUCKING@GMAIL.COM
85,ROYRACROS TRANSPORT LLC,GLENDALE,AZ,(602) 736-9471,MC1372308,3806849,,,,1,ROYRACROSTRANSPORTLLC@GMAIL.COM
85,LPA TRUCKING LLC,VICTORVILLE,CA,(562) 881-9193,MC1427733,3886830,,,,1,PABLO_MEMBRENO@YAHOO.COM
85,AL NOOR CARRIER LLC,COLUMBUS,OH,(904) 752-7460,MC1475072,3957821,,,,3,hassannoor@alnoorcarrierllc.com
85,ALFA CARRIER LLC,HOMESTEAD,FL,(786) 238-1962,MC1435264,3898244,,,,1,ALFACARRIER09@GMAIL.COM
85,TD EXPRESS LLC,CARTERET,NJ,(908) 525-9707,MC1409148,3859087,,,,1,TDEXPRESS87@GMAIL.COM
85,BARUS LOGISTICS LLC,WEST LAFAYETTE,IN,(219) 224-4169,MC1394772,3838094,,,,4,dispatcher@baruslogistics.com
85,EDYMAR TRANSPORT LLC,PARAMOUNT,CA,(562) 673-0044,MC1393157,3835871,,,,1,EDYMARTRANSPORT@GMAIL.COM
85,ELEGANT LOGISTICS LLC,IRVINGTON,NJ,(973) 609-3959,MC1410727,3861436,,,,5,SAMUELMONERO@ICLOUD.COM
85,STEADY HAULING XPRESS LLC,COLTON,CA,(951) 966-4538,MC1384398,3823573,,,,1,GABRIELAHARNDEN@GMAIL.COM
85,HIGH VOLTAGE TRANSPORT LLC,OXFORD,NJ,(862) 930-9747,MC1417633,3871635,,,,5,HIGHVOLTAGELLC22@GMAIL.COM
85,DSL BROTHERS LLC,EL CENTRO,CA,(760) 791-2642,MC1384935,3824346,,,,5,CONTACT@DSLBROTHERSLLC.COM
85,MACCREARY LOGISTICS LLC,COVINGTON,GA,(833) 227-5770,MC1400808,3846771,,,,2,maccrearylogisticsllc@GMAIL.COM
85,C REMINGTON TRUCKING LLC,PHILADELPHIA,PA,(862) 202-9611,MC1469002,3948958,,,,1,giviko1980@yahoo.com
85,BAK EXPRESS LLC,LITCHFIELD PK,AZ,(602) 680-8182,MC1464602,3942441,,,,9,BAKEXPRESSLLC@GMAIL.COM
85,ENRIQZZ TRUCKING LLC,CARSON,CA,(310) 894-0990,MC1413181,3865048,,,,1,AGSPERMITS@HOTMAIL.COM
85,JMCE TRANSPORT LLC,NOGALES,AZ,(520) 223-2531,MC1384070,3823077,,,,2,jmcetransportllc@gmail.com
85,SIMONE LOGISTICS LLC,LOGANVILLE,GA,(404) 437-0621,MC1410880,3861666,,,,3,GOSSSIMONE37@GMAIL.COM
85,LEMANS TRUCKING LLC,COVINA,CA,(310) 662-1180,MC1447734,3917098,,,,1,EDWINL.GALVEZ@GMAIL.COM
85,A RIVAS TRANSPORT LLC,PICO RIVERA,CA,(562) 646-8138,MC1386122,3825932,,,,1,ANTHONYRIVAS320@GMAIL.COM
85,GOLDEN HART TRUCKING LLC,JACKSONVILLE,FL,(904) 761-2194,MC1422031,3878232,,,,1,GOLDENANGELSDISPATCH@AOL.COM
85,SOUTHERN FAITH LOGISTICS LLC,PENSACOLA,FL,(850) 512-7192,MC1517057,4021645,,,,1,SOUTHERNFAITHLOGISTICS@GMAIL.COM
85,DFS TRUCKING LLC,ONTARIO,CA,(909) 233-1463,MC1509099,3896378,,,,1,DF2394254@GMAIL.COM
85,TECOS TRANSPORT LLC,COMPTON,CA,(310) 926-4237,MC1514654,4012471,,,,1,tecostransportllc@gmail.com
85,BPM EXPRESS LLC,ELVERTA,CA,(818) 335-0919,MC1560526,4094461,,,,5,BPMEXPRESS2023@GMAIL.COM
85,FRANCISCO TRANSPORT LLC,PASSAIC,NJ,(201) 515-9262,MC1534084,4049405,,,,1,HBLOCK44@GMAIL.COM
85,FIRELINE TRANSPORT LLC,THOMASVILLE,NC,(336) 906-2618,MC1582519,4132106,,,,1,FIRELINETRANSPORT2023@GMAIL.COM
85,JAYDEN EXPRESS LLC,COLUMBUS,OH,(614) 680-9871,MC1572370,4114637,,,,3,AJAYDEN98@ICLOUD.COM
85,KROQUIS TRANSPORT LLC,MARGATE,FL,(786) 290-7097,MC1587580,4140796,,,,1,KROQUISTRANSPORT@GMAIL.COM
85,REVENT TRANSPORT LLC,TROY,MI,(248) 464-7059,MC1504880,4002781,,,,2,REVENTTRANSPORT@GMAIL.COM
85,HIGHWAY DRE LOGISTICS LLC,DECATUR,GA,(747) 275-5941,MC1547783,4070126,,,,1,HIGHWAYDRELOGISTICS107@GMAIL.COM
85,DIBO EXPRESS LLC,CLARKSTON,GA,(619) 314-3555,MC1521359,4028518,,,,1,DIBOEXPRESS68@GMAIL.COM
85,FAVOUR TRUCKING LLC,DELRAN,NJ,(856) 242-0982,MC1490693,3981214,,,,1,EMAGOMEZ91@YAHOO.COM
85,BOAZ LOGISTICS LLC,RALEIGH,NC,(984) 268-9274,MC1521667,4029029,,,,1,AFRICAJAH12@GMAIL.COM
85,RUDE CREW TRUCKING LLC,MASONTOWN,PA,(724) 208-8415,MC1501771,3997942,,,,1,STACIERUDE2019@GMAIL.COM
85,BLUE FLAG TRUCKING LLC,COLUMBUS,OH,(206) 741-9949,MC1502727,3999452,,,,3,BLUEFLAGTRUCKINGLLC@GMAIL.COM
85,LEE TRANSPORT LLC,FRANKFORT,IN,(765) 670-5391,MC1496802,3990399,,,,2,SCAP_24@HOTMAIL.COM
85,COMPASS STAR LOGISTICS LLC,NORTH BAY VILLAGE,FL,(707) 703-3843,MC1490669,3981167,,,,1,CS_LOGISTICS@MYYAHOO.COM
85,ABRIL BROTHERS LLC,DURHAM,NC,(718) 598-8711,MC1568194,4107500,,,,1,ABRILBROTHERS@GMAIL.COM
85,EKZ EXPRESS LLC,GASTONIA,NC,(704) 524-9991,MC1484690,3964668,,,,2,Johntaymings@gmail.com
85,CHAVEZ CASILLAS  TRANSPORT LLC,PARAMOUNT,CA,(562) 469-9245,MC1514642,4017881,,,,1,ALEJANDROCHAVEZ1993@GMAIL.COM
85,PRO TRANSPORT LLC,GLENDALE,AZ,(480) 993-5017,MC1522336,4030065,,,,1,protransport21@yahoo.com
85,MYERS LOGISTICS LLC,CHARLOTTE,NC,(213) 294-3269,MC1584322,4106557,,,,1,MYERS.LOGISTICS23@GMAIL.COM
85,TCW TRUCKING LLC,SHELBYVILLE,TN,(931) 212-5402,MC1584599,4135694,,,,1,info@tcwtruckingtn.com
85,AHH TRUCKING LLC,CLARKSTON,GA,(404) 740-6815,MC1539425,3657247,,,,1,ADANHH209@GMAIL.COM
85,DRM TRANSPORT LLC,CLEMMONS,NC,(743) 900-2874,MC1558973,4091830,,,,1,DRMTRANSPORT23@YAHOO.COM
85,PERNELL TRUCKING LLC,FORT WAYNE,IN,(260) 580-0436,MC1523948,4032626,,,,3,PERNELLTRUCKINGLLC@HOTMAIL.COM
85,MGY TRUCKING LLC,INDIANAPOLIS,IN,(215) 954-2929,MC1505720,4004089,,,,5,MGYTRUCKING@GMAIL.COM
85,GOMEZ TRANSPORT LLC,DURHAM,NC,(732) 816-5940,MC1554558,4083813,,,,3,clementeplasencia2@gmail.com
85,BAMA LOGISTICS LLC,MCDONOUGH,GA,(770) 268-1666,MC1577417,4123275,,,,2,DRIVERS@BAMALOGISTIC.COM
85,WILSON JJ TRUCKING LLC,RIO RICO,AZ,(520) 988-4678,MC1511151,4012415,,,,1,WILSONJJTRUCKING@GMAILCOM.
85,KALER EXPRESS LLC,FLORENCE,NJ,(516) 737-8643,MC1508123,4007783,,,,2,KALEREXPRESS89@GMAIL.COM
85,YORDANO TRANSPORT LLC,LEHIGH ACRES,FL,(786) 769-2950,MC1583232,4133387,,,,2,YORDANOTRANSPORTLLC@GMAIL.com
85,QUALITY WORLDWIDE EXPRESS LLC,UPLAND,CA,(310) 433-7243,MC1529956,4042357,,,,1,demetriusmurrell@gmail.com
85,ENRICH LOGISTICS LLC,GREENWOOD,IN,(916) 620-1177,MC1503407,4000549,,,,1,ENRICHLOGISTICS@YAHOO.COM
85,JTMT TRANSPORT LLC,HAWTHORNE,NJ,(201) 699-2134,MC1520443,4027069,,,,1,JTMTTRANSPORTLLC@GMAIL.COM
85,JARNAGIN TRUCKING LLC,RAMER,TN,(662) 415-3197,MC1560536,4094482,,,,2,LEEANNAJARNAGIN@YAHOO.COM
85,HHS TRUCKING LLC,KANSAS CITY,MO,(816) 516-6997,MC1522661,4030568,,,,1,HHSTRUCKINGLLC@GMAIL.COM
85,BRAINA TRANSPORT LLC,ARNOLD,MO,(314) 775-7322,MC1485099,3972828,,,,6,BRAINATRANSPORT@GMAIL.COM
85,HUNNICUT CREEK HAULING LLC,RUTLEDGE,GA,(404) 395-3123,MC1507577,4006806,,,,2,HUNNICUTHAULING@GMAIL.COM
85,THY WINGS TRUCKING LLC,SENOIA,GA,(770) 733-3155,MC1567857,4106935,,,,1,THYWINGSTRUCKINGLLC@GMAIL.COM
85,JOEY DINO TRANSPORT LLC,SIGNAL HILL,CA,(213) 494-7314,MC1512772,4014908,,,,1,joeydinotransportllc@rtssafety.com
85,STAFFORD TRUCKING LLC,JOHNSTOWN,PA,(814) 475-1799,MC1551822,3994370,,,,2,Staffordtruckingllc23@yahoo.com
85,SMALL LOGISTICS LLC,MOYOCK,NC,(757) 822-0546,MC1587564,4140764,,,,1,SMALLLOGISTICSLLC@OUTLOOK.COM
85,KADU TRANSPORT LLC,KISSIMMEE,FL,(407) 879-2591,MC1527223,4037856,,,,1,KADUTRANSPORT77@GMAIL.COM
85,DEDICATED DRIVERS TRUCKING LLC,POWDER SPRINGS,GA,(720) 756-9871,MC1523393,4031714,,,,1,MARBURYMAN85@GMAIL.COM
85,SAHIB LOGISTICS LLC,WHITELAND,IN,(540) 336-9895,MC1508492,4008349,,,,2,SAHIBLLC22@GMAIL.COM
85,JUAN CONTRERAS TRUCKING LLC,SIGNAL HILL,CA,(213) 804-8928,MC1524669,4033784,,,,1,juancontrerastruckingllc@rtssafety.com
85,OZON TRUCKING LLC,PHOENIX,AZ,(602) 737-8612,MC1494488,3986886,,,,1,OZONTRUCKINGLLC@GMAIL.COM
85,AIL TRUCKING LLC,PHILADELPHIA,PA,(718) 350-0132,MC1504422,4002098,,,,1,AILTRUCKINGLLCPA@GMAIL.COM
85,TRANSLINK LOGISTICS LLC,KENVIL,NJ,(512) 773-7663,MC1524334,4033280,,,,2,TRANSLINKLOGISTICS10@GMAIL.COM
85,UMAMA TRUCKING LLC,ATLANTA,GA,(404) 860-0310,MC1556453,4087588,,,,1,UMAMAJONY@GMAIL.COM
85,FENCEROW TRANSPORT LLC,BRYAN,OH,(567) 686-2551,MC1647604,4250653,,,,1,fencerowtransport@gmail.com
85,FALCON ENERGY LOGISTICS LLC,KENT,OH,(330) 221-3639,MC1621802,4202969,,,,2,FALCONENERGYLLC@GMAIL.COM
85,VAUGHNS LOGISTICS LLC,CHARLOTTE,NC,(704) 287-2958,MC1632009,4212242,,,,1,vaughnslogisticsllc@gmail.com
85,JEANLD TRUCKING LLC,NAPLES,FL,(239) 601-4860,MC1633402,4224565,,,,1,DERONCELAYJEANLOUIS@GMAIL.COM
