"dot_number","company_name","state","citation_year","dr_fitness_viols","vh_maint_viols","total_inspections","violation_type","violation_feature"
"2515681","CARMEN YESENIA RAMIREZ ALFARO","TX","2026","10","681","165","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3971467","TRANSPORTES 4 AMIGOS S DE RL DE CV","TX","2026","12","674","164","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"558899","TRANSPORTES CANALES S A DE C V","TX","2026","19","662","327","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3862346","LUCIO VALENZUELA ZAMORA","TX","2026","27","654","141","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3294766","HLH LOGISTICS INC","TX","2025","0","670","178","Vehicle Inspection and Maintenance Records","FileFlo tracks annual inspection certificates, DVIR records, and maintenance logs for every vehicle in your fleet with automatic renewal alerts."
"736463","TRANSPORTES ESPECIALIZADOS ANTONIO GARZA RUIZ SA DE CV","TX","2025","11","659","248","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1503353","EDUARDO RODRIGUEZ GONZALEZ","TX","2026","20","647","131","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"863379","MULTISERVICIOS EXPRESS DEL NORESTE SA DE CV","TX","2026","11","655","188","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3540086","ALFREDO GARCIA GARCIA","TX","2026","25","641","159","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"92261","AAA COOPER TRANSPORTATION","TX","2026","15","647","373","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3630279","MOVENTUM TRANSFER SA DE CV","TX","2026","8","652","164","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2415025","HUGO EDUVILIO AYALA ORTEGA","TX","2026","11","647","142","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3282594","ROBERTO CARLOS ALVAREZ MARTINEZ","TX","2026","50","607","213","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3275658","MARCOS ROSADO DIAZ","TX","2026","23","633","172","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"386083","WASTE MANAGEMENT OF TEXAS INC","TX","2026","10","644","310","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"4288131","MP EXPRESS LOGS SA DE CV","TX","2026","178","474","363","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"604282","VICTORIA BUHAYA CABALLERO","TX","2026","30","620","312","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2170856","JUAN PABLO GARCIA CHAVEZ","TX","2026","29","615","184","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"4027419","FERROSRB SA DE CV","TX","2026","14","625","122","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2937853","TRANSPORTES 100 SILVA SA DE CV","TX","2026","9","628","182","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2533105","EFT EXPRESS SA DE CV","TX","2026","17","618","241","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3720287","SAMA FREIGTH S DE RL DE CV","TX","2026","39","595","261","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2126272","WINDSTAR TRUCKING LLC","TX","2026","26","607","359","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3260169","ALBERTO VAZQUEZ PEREZ","TX","2026","4","629","162","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"28406","C R ENGLAND INC","CA","2026","10","620","465","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2490721","FORZA TRANSPORTATION SERVICES INC","CA","2026","64","565","404","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3130107","TRANSPORTES NARI SA DE CV","TX","2026","31","595","204","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3029993","JOSE JUAN NIETO ESCOBAR","TX","2026","25","599","153","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3162922","FJ CARRIER LOGISTICS LLC","TX","2026","40","582","281","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"4033243","DAVID ALBERTO DAMKEN GUERRERO","TX","2026","9","613","102","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1941898","ALAMO TRANSIT COMPANY","TX","2026","4","615","215","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"4113948","THO LOGISTIC SA DE CV","TX","2026","36","582","239","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2365308","RTS HOLDINGS LLC","CA","2026","2","616","283","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1716415","INTER MEXICANA DE TRANSPORTE SA DE CV","TX","2026","12","606","143","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"847349","CARDENAL EXPRESS SA DE CV","TX","2026","25","593","246","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2290662","EDNA LIZETH GARZA ALEGRIA","TX","2026","19","596","139","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1041459","SOUTHERN STAR TRANSPORT LTD","TX","2026","3","612","244","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2432943","JW PARKER INC","TX","2026","21","592","151","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3100833","TRANSPORTACION CARRETERA SA DE CV","TX","2026","9","602","201","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"556987","ELEAZAR CASTILLO GONZALEZ","TX","2026","21","587","134","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"299073","RYDER TRANSPORTATION SOLUTIONS LLC","CA","2026","20","587","410","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3256078","HECTOR TREVINO MARTINEZ","TX","2026","11","594","149","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1856796","AKNA TRANSPORTES S DE RL DE CV","TX","2026","12","592","263","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"268015","PENSKE LOGISTICS LLC","CA","2026","15","586","404","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"833065","TOKKO CARRIERS DE MEXICO SA DE CV","TX","2026","40","559","337","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3055122","MAX CARGO LLC","TX","2026","15","583","201","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2421684","MIGUEL RIOS RANGEL","TX","2026","19","578","137","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"241829","XPO LOGISTICS FREIGHT INC","CA","2026","14","582","382","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"899748","UNITED RENTALS NORTH AMERICA INC","CA","2026","20","576","333","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3220053","LUIS BASILIO MENDOZA GOLLAS","TX","2026","13","579","139","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3057362","GONCO LOGISTICS LLC","TX","2026","85","504","124","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"27641","WILLIAMS BROTHERS CONSTRUCTION CO INC","TX","2026","9","579","242","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2908717","JESUS OMAR RAMOS AYALA","TX","2026","23","564","127","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2510372","DYLKA DISTRIBUCIONES Y LOGISTIK SA DE CV","TX","2026","12","575","155","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1657928","DON MIGUEL TRANSPORTES S DE RL DE CV","TX","2026","10","577","141","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3196194","FLETES INTERNACIONALES QUINONES SA DE CV","TX","2026","6","579","153","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3050679","SERVICIOS ADUANALES RM S DE RL DE CV","TX","2026","14","571","101","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3638539","BORDER FREIGHT S DE RL DE CV","TX","2026","16","566","216","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2902337","EBT LOGISTICS INC","TX","2026","37","544","290","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3365896","DANIEL EDUARDO GUERRA GARZA","TX","2026","24","552","144","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3195397","COVENANT TRUCKING LLC","TX","2026","4","571","138","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2177928","JAIME FERNANDO PALAFOX VILLEGAS","TX","2026","10","564","126","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2978914","FLETES EL ZORRITO S DE RL DE CV","TX","2026","10","562","182","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2128019","DX XPRESS INC","TX","2026","21","551","306","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2514152","JAVIER ISAI CASTANEDA MORALES","TX","2026","16","554","128","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3552662","EMETERIO GONZALEZ LOPEZ","TX","2026","22","547","102","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3586922","AUTOTRANSPORTES ESPECIALIZADOS MTL SA DE CV","TX","2025","3","564","208","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"121018","ESTES EXPRESS LINES","TX","2026","11","554","332","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1064757","JOSE LUIS DELGADO CASTILLO","TX","2026","26","539","151","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"739235","ROOFLINE INC","CA","2026","16","549","347","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"388886","STATEWIDE TRUCKING CORP","TX","2026","2","561","181","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1014498","RIG RUNNERS LLC","TX","2026","6","556","216","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"76600","QUALITY CARRIERS INC","CA","2026","3","558","334","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1871709","TRICAR LOGISTICA Y TRANSPORTE S DE RL DE CV","TX","2026","7","551","134","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1643659","915 HAULER INC","TX","2026","10","546","116","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2195271","CROSS INTEGRATED TRANSPORT LLC","CA","2026","61","492","245","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1563241","DYNAMO FLETES Y SERVICIOS SA DE CV","TX","2026","7","544","119","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2444172","MULHOLLAND ENERGY SERVICES LLC","TX","2026","14","536","174","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"74432","MARTEN TRANSPORT LTD","CA","2026","2","548","376","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"388004","AMERIGAS PROPANE LP","FL","2026","10","539","324","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"237997","ALLIED WASTE SYSTEMS INC","TX","2026","13","536","231","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"4195933","TRANSPORTES RIOL SA DE CV","TX","2026","34","510","177","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"710381","TRANS-MEX INC SA DE CV","TX","2026","29","515","329","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3104119","SERGIO IVAN VALENZUELA PEREZ","TX","2026","24","519","152","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2994254","AMERICAN INTERNATIONAL BORDER LOGISTICS S RL DE CV","TX","2026","29","512","252","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"963435","CLAUDIA BELINDA ANDARZA LEAL","TX","2026","22","519","264","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2244717","QFS TRANSPORTATION LLC","TX","2026","5","535","174","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"29124","SAIA MOTOR FREIGHT LINE LLC","FL","2026","9","530","332","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2964175","DINORA REYNA GONZALEZ","TX","2026","15","524","94","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"121058","TFORCE FREIGHT INC","CA","2026","12","527","330","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1343498","OPERADORA DE TRANSPORTE GLEZCO EXPRESS SA DE CV","TX","2026","13","520","135","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"185040","UNITED PETROLEUM TRANSPORTS INC","TX","2026","3","529","235","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2149161","FREIGHT SOLUTIONS LLC","TX","2026","3","529","211","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2380944","CARLOS ALBERTO ALANIS REYES","TX","2026","5","522","130","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2976161","SHORELINE ENERGY SERVICES LLC","TX","2025","20","507","90","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2883614","EAGLE RIVER ENERGY SERVICES LLC","TX","2026","1","526","123","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3827862","SHEPHERD ENERGY SERVICES LLC","TX","2026","3","522","120","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2996268","CTL INTERNACIONALES SA DE CV","TX","2026","30","495","255","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3186852","HERIBERTO GONZALEZ ALMAGUER","TX","2026","9","515","89","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2349760","CARLOS REYES SANCHEZ","TX","2026","14","510","86","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"801828","HUB GROUP DEDICATED LLC","CA","2026","6","517","363","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"688143","STG DRAYAGE LLC","GA","2026","3","520","238","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"556429","FLETERA INTERNACIONAL ELGO SA DE CV","TX","2026","16","504","178","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2903428","VALENTIN CASTILLO REQUENA","TX","2026","9","510","94","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1522767","TRANSPORTES MONUMENTAL SA DE CV","TX","2026","4","510","165","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3234704","TRILLIUM OTR LLC","TX","2026","4","509","86","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1817038","JOSE DE JESUS BERNAL RINCON","TX","2026","7","504","90","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"540864","C & K TRUCKING LLC","TX","2026","3","507","190","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3898086","AMBAS FRONTERAS SERVICIOS DE TRANSPORTE S DE RL DE CV","TX","2026","26","484","219","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"610377","TRANSPORTES SAL-AVE SA DE CV","TX","2026","18","491","243","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"270179","MVT SERVICES LLC","CA","2026","13","495","321","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2500795","MC7 TRANSIT LLC","TX","2026","8","498","109","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"932150","JORGE MANUEL PEREA CANALES","TX","2026","57","448","237","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1599691","ERNESTINA ELIZABETH RUIZ ALANIS","TX","2026","1","503","95","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1641640","MANUEL ANDAZOLA OLIVAS","TX","2026","8","492","144","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2306285","BETOS TRUCKING SA DE CV","TX","2026","14","486","151","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"2561568","LOGISTICA EXPRESS AGUILA DEL NORTE S RL DE CV","TX","2026","11","487","192","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"3521987","TEXAS ELITE HAULING SERVICES INC","TX","2026","0","498","159","Vehicle Inspection and Maintenance Records","FileFlo tracks annual inspection certificates, DVIR records, and maintenance logs for every vehicle in your fleet with automatic renewal alerts."
"2813823","INTERNACIONAL DE CARGA RS SA DE CV","TX","2026","22","476","187","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"711140","AUTO FLETES INTERNACIONALES HALCON SC","TX","2026","12","485","155","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
"1243338","P&S TRANSPORTATION LLC","TX","2026","5","491","268","Driver and Vehicle Compliance Documentation","FileFlo tracks driver qualification files, medical certificates, vehicle inspection records, and maintenance logs -- everything an FMCSA auditor looks for, organized and current."
